Player,Primary_Pos,Club,League,Age,Market_Value_EUR,Predicted_Value,Gap,Value_Ratio
KaÃ¯l Boudache,MF,Nice,fr Ligue 1,19.0,5000000,2507106.2,-2492893.75,0.50142125
Ezechiel Banzuzi,MF,RB Leipzig,de Bundesliga,20.0,16000000,13491804.0,-2508196.0,0.84323775
Ruben Loftus-Cheek,MF,Milan,it Serie A,29.0,8500000,5990692.0,-2509308.0,0.7047872941176471
Xavi Simons,MF,Tottenham Hotspur,eng Premier League,22.0,40000000,37446332.0,-2553668.0,0.9361583
Juanlu SÃ¡nchez,MF,Sevilla,es La Liga,21.0,10000000,7441344.5,-2558655.5,0.74413445
Ilyas Ansah,MF,Union Berlin,de Bundesliga,20.0,12000000,9419066.0,-2580934.0,0.7849221666666667
Cyril Ngonge,FW,Torino,it Serie A,25.0,7000000,4406866.0,-2593134.0,0.6295522857142857
Jens Odgaard,MF,Bologna,it Serie A,26.0,12000000,9393106.0,-2606894.0,0.7827588333333333
Charles Vanhoutte,MF,Nice,fr Ligue 1,26.0,7000000,4371133.0,-2628867.0,0.6244475714285714
Simon Sohm,MF,Bologna,it Serie A,24.0,8000000,5368408.5,-2631591.5,0.6710510625
Pierre Lees-Melou,MF,Paris FC,fr Ligue 1,32.0,4500000,1826045.1,-2673954.875,0.40578780555555555
Kaoru Mitoma,MF,Brighton,eng Premier League,28.0,22000000,19321732.0,-2678268.0,0.8782605454545455
Mason Mount,MF,Manchester Utd,eng Premier League,26.0,25000000,22299448.0,-2700552.0,0.89197792
Ian Maatsen,DF,Aston Villa,eng Premier League,23.0,30000000,27282280.0,-2717720.0,0.9094093333333333
Djibril Sow,MF,Sevilla,es La Liga,28.0,7500000,4776637.5,-2723362.5,0.636885
Nico Elvedi,DF,Gladbach,de Bundesliga,28.0,8000000,5273322.5,-2726677.5,0.6591653125
Nikola MilenkoviÄ‡,DF,Nottingham Forest,eng Premier League,27.0,28000000,25258420.0,-2741580.0,0.9020864285714286
Mario PaÅ¡aliÄ‡,MF,Atalanta,it Serie A,30.0,6000000,3257843.5,-2742156.5,0.5429739166666666
Javi LÃ³pez,DF,Oviedo,es La Liga,23.0,5000000,2247203.2,-2752796.75,0.44944065
Georginio Rutter,MF,Brighton,eng Premier League,23.0,30000000,27242240.0,-2757760.0,0.9080746666666667
Adam Karabec,MF,Lyon,fr Ligue 1,22.0,7000000,4238838.0,-2761162.0,0.6055482857142858
Sael Kumbedi,DF,Wolfsburg,de Bundesliga,20.0,12000000,9236991.0,-2763009.0,0.76974925
Igor PaixÃ£o,MF,Marseille,fr Ligue 1,25.0,35000000,32236456.0,-2763544.0,0.9210416
Marco Brescianini,MF,Fiorentina,it Serie A,25.0,9000000,6234724.5,-2765275.5,0.6927471666666667
Oliver Scarles,DF,West Ham United,eng Premier League,19.0,10000000,7226554.0,-2773446.0,0.7226554
Teun Koopmeiners,MF,Juventus,it Serie A,27.0,14000000,11225813.0,-2774187.0,0.8018437857142857
Zakaria Aboukhlal,MF,Torino,it Serie A,25.0,6000000,3214390.2,-2785609.75,0.5357317083333333
Luca Marianucci,DF,Torino,it Serie A,21.0,7000000,4204122.5,-2795877.5,0.6005889285714285
Luca Lipani,MF,Sassuolo,it Serie A,20.0,7500000,4685848.5,-2814151.5,0.6247798
Ansgar Knauff,MF,Eintracht Frankfurt,de Bundesliga,23.0,15000000,12174772.0,-2825228.0,0.8116514666666667
Samu Costa,MF,Mallorca,es La Liga,24.0,15000000,12139179.0,-2860821.0,0.8092786
Nick Pope,GK,Newcastle United,eng Premier League,33.0,5000000,2137721.5,-2862278.5,0.4275443
David Carmo,DF,Oviedo,es La Liga,26.0,5000000,2132142.8,-2867857.25,0.42642855
AndrÃ©,MF,Wolves,eng Premier League,24.0,25000000,22131444.0,-2868556.0,0.88525776
Moses Simon,MF,Paris FC,fr Ligue 1,30.0,7000000,4131171.0,-2868829.0,0.5901672857142857
Max Rosenfelder,DF,Freiburg,de Bundesliga,22.0,6000000,3116926.2,-2883073.75,0.5194877083333334
Jahmai Simpson-Pusey,DF,KÃ¶ln,de Bundesliga,19.0,9000000,6084051.0,-2915949.0,0.6760056666666666
Hakan Ã‡alhanoÄŸlu,MF,Inter,it Serie A,31.0,16000000,13057140.0,-2942860.0,0.81607125
Kader MeÃ¯tÃ©,FW,Rennes,fr Ligue 1,17.0,18000000,15038024.0,-2961976.0,0.8354457777777777
Rasmus Kristensen,DF,Eintracht Frankfurt,de Bundesliga,28.0,10000000,7037540.0,-2962460.0,0.703754
Jovan MiloÅ¡eviÄ‡,FW,Werder Bremen,de Bundesliga,20.0,7000000,4024058.8,-2975941.25,0.5748655357142857
Noussair Mazraoui,DF,Manchester Utd,eng Premier League,27.0,18000000,15022256.0,-2977744.0,0.8345697777777777
Brian Brobbey,FW,Sunderland,eng Premier League,23.0,30000000,27019828.0,-2980172.0,0.9006609333333333
Nelson Weiper,FW,Mainz 05,de Bundesliga,20.0,7000000,3995081.8,-3004918.25,0.5707259642857143
Nelson Deossa,MF,Real Betis,es La Liga,25.0,9000000,5977440.5,-3022559.5,0.6641600555555556
Louis Leroux,MF,Nantes,fr Ligue 1,19.0,10000000,6959259.5,-3040740.5,0.69592595
Khalis Merah,MF,Lyon,fr Ligue 1,18.0,15000000,11936444.0,-3063556.0,0.7957629333333334
Lucas BeltrÃ¡n,FW,Valencia,es La Liga,24.0,8000000,4934232.5,-3065767.5,0.6167790625
Wesley Fofana,DF,Chelsea,eng Premier League,24.0,28000000,24917008.0,-3082992.0,0.8898931428571428
Sofyan Amrabat,MF,Real Betis,es La Liga,28.0,10000000,6893436.5,-3106563.5,0.68934365
Assane Diao,MF,Como,it Serie A,19.0,30000000,26893140.0,-3106860.0,0.896438
Fikayo Tomori,DF,Milan,it Serie A,27.0,17000000,13874117.0,-3125883.0,0.8161245294117647
Chadi Riad,DF,Crystal Palace,eng Premier League,22.0,15000000,11838472.0,-3161528.0,0.7892314666666667
Ebenezer Akinsanmiro,MF,Pisa,it Serie A,20.0,7000000,3822676.8,-3177323.25,0.5460966785714285
Borja Mayoral,FW,Getafe,es La Liga,28.0,6000000,2820864.5,-3179135.5,0.47014408333333335
Andrew Robertson,DF,Liverpool,eng Premier League,31.0,7000000,3803073.8,-3196926.25,0.54329625
Fran Garcia,DF,Real Madrid,es La Liga,25.0,10000000,6802984.0,-3197016.0,0.6802984
Ruben Vargas,MF,Sevilla,es La Liga,26.0,12000000,8785163.0,-3214837.0,0.7320969166666667
Jacopo Fazzini,MF,Fiorentina,it Serie A,22.0,8500000,5281889.0,-3218111.0,0.6213987058823529
Lewis Hall,DF,Newcastle United,eng Premier League,20.0,40000000,36779396.0,-3220604.0,0.9194849
Denis Vavro,DF,Wolfsburg,de Bundesliga,29.0,5000000,1775733.5,-3224266.5,0.3551467
TorbjÃ¸rn Heggem,DF,Bologna,it Serie A,26.0,13000000,9747595.0,-3252405.0,0.749815
Pep ChavarrÃ­a,DF,Rayo Vallecano,es La Liga,27.0,10000000,6738908.5,-3261091.5,0.67389085
Jobe Bellingham,MF,Dortmund,de Bundesliga,19.0,40000000,36729340.0,-3270660.0,0.9182335
Kamaldeen Sulemana,MF,Atalanta,it Serie A,23.0,17000000,13712531.0,-3287469.0,0.8066194705882352
Hugo Duro,FW,Valencia,es La Liga,25.0,12000000,8663062.0,-3336938.0,0.7219218333333334
Ilias Akhomach,MF,Rayo Vallecano,es La Liga,21.0,12000000,8659345.0,-3340655.0,0.7216120833333334
Albert Sambi Lokonga,MF,Hamburger SV,de Bundesliga,25.0,12000000,8628374.0,-3371626.0,0.7190311666666667
Adrian Bernabe,MF,Parma,it Serie A,24.0,15000000,11594536.0,-3405464.0,0.7729690666666666
Dani Ceballos,MF,Real Madrid,es La Liga,28.0,7000000,3572957.0,-3427043.0,0.5104224285714286
Melvin Bard,DF,Nice,fr Ligue 1,24.0,10000000,6532128.5,-3467871.5,0.65321285
Trevoh Chalobah,DF,Chelsea,eng Premier League,26.0,40000000,36527856.0,-3472144.0,0.9131964
Sidiki Cherif,FW,Angers,fr Ligue 1,18.0,18000000,14509089.0,-3490911.0,0.8060605
Christian Mawissa,DF,Monaco,fr Ligue 1,20.0,15000000,11485714.0,-3514286.0,0.7657142666666666
Marcos Senesi,DF,Bournemouth,eng Premier League,28.0,25000000,21475992.0,-3524008.0,0.85903968
Roberto Piccoli,FW,Fiorentina,it Serie A,24.0,14000000,10423311.0,-3576689.0,0.7445222142857143
Quilindschy Hartman,DF,Burnley,eng Premier League,23.0,16000000,12422762.0,-3577238.0,0.776422625
Aaron Hickey,DF,Brentford,eng Premier League,23.0,16000000,12415892.0,-3584108.0,0.77599325
Reda Belahyane,MF,Lazio,it Serie A,21.0,6800000,3198800.5,-3601199.5,0.47041183823529414
Kyle Walker-Peters,DF,West Ham United,eng Premier League,28.0,12000000,8386547.5,-3613452.5,0.6988789583333334
Jonathan Tah,DF,Bayern Munich,de Bundesliga,29.0,28000000,24367444.0,-3632556.0,0.8702658571428571
Cesare Casadei,MF,Torino,it Serie A,22.0,15000000,11349022.0,-3650978.0,0.7566014666666667
Batista Mendy,MF,Sevilla,es La Liga,25.0,7500000,3824179.0,-3675821.0,0.5098905333333333
Danilho Doekhi,DF,Union Berlin,de Bundesliga,27.0,13000000,9321875.0,-3678125.0,0.7170673076923076
Guillaume Restes,GK,Toulouse,fr Ligue 1,20.0,18000000,14309424.0,-3690576.0,0.794968
Samuel Chukwueze,MF,Fulham,eng Premier League,26.0,18000000,14281585.0,-3718415.0,0.7934213888888889
Pedro Porro,DF,Tottenham Hotspur,eng Premier League,25.0,35000000,31266820.0,-3733180.0,0.8933377142857143
Mio Backhaus,GK,Werder Bremen,de Bundesliga,21.0,15000000,11258341.0,-3741659.0,0.7505560666666666
Lucas Chevalier,GK,Paris Saint-Germain,fr Ligue 1,23.0,25000000,21245192.0,-3754808.0,0.84980768
Tom Louchet,MF,Nice,fr Ligue 1,22.0,7000000,3242407.5,-3757592.5,0.4632010714285714
Benjamin Pavard,DF,Marseille,fr Ligue 1,29.0,12000000,8235969.0,-3764031.0,0.68633075
Jacques Ekomie,DF,Angers,fr Ligue 1,21.0,9000000,5218576.0,-3781424.0,0.5798417777777778
Joshua Zirkzee,FW,Manchester Utd,eng Premier League,24.0,20000000,16174917.0,-3825083.0,0.80874585
Oscar Bobb,MF,Manchester City,eng Premier League,22.0,28000000,24167256.0,-3832744.0,0.8631162857142857
Emmanuel Agbadou,DF,Wolves,eng Premier League,28.0,16000000,12163816.0,-3836184.0,0.7602385
Anthony Caci,MF,Mainz 05,de Bundesliga,28.0,7000000,3142367.5,-3857632.5,0.44890964285714285
Yasin Ayari,MF,Brighton,eng Premier League,21.0,35000000,31141180.0,-3858820.0,0.889748
Lucas HernÃ¡ndez,DF,Paris Saint-Germain,fr Ligue 1,29.0,18000000,14074766.0,-3925234.0,0.7819314444444444
JosÃ© MarÃ­a GimÃ©nez,DF,AtlÃ©tico Madrid,es La Liga,30.0,9000000,5067335.5,-3932664.5,0.5630372777777778
Justin Kluivert,MF,Bournemouth,eng Premier League,26.0,25000000,21058600.0,-3941400.0,0.842344
CJ Egan-Riley,DF,Marseille,fr Ligue 1,22.0,9000000,5034777.0,-3965223.0,0.5594196666666666
Igor Thiago,FW,Brentford,eng Premier League,24.0,65000000,61017892.0,-3982108.0,0.9387368
Malik Tillman,MF,Leverkusen,de Bundesliga,23.0,30000000,25985804.0,-4014196.0,0.8661934666666666
Jonathan Burkardt,FW,Eintracht Frankfurt,de Bundesliga,25.0,30000000,25973564.0,-4026436.0,0.8657854666666667
Alessandro Marcandalli,DF,Genoa,it Serie A,22.0,14000000,9970514.0,-4029486.0,0.7121795714285715
Luca Reggiani,DF,Dortmund,de Bundesliga,17.0,10000000,5944338.5,-4055661.5,0.59443385
Alex Scott,MF,Bournemouth,eng Premier League,21.0,50000000,45917412.0,-4082588.0,0.91834824
Brais MÃ©ndez,MF,Real Sociedad,es La Liga,28.0,8000000,3888975.0,-4111025.0,0.486121875
DÅ¾enan PejÄinoviÄ‡,FW,Wolfsburg,de Bundesliga,20.0,15000000,10882216.0,-4117784.0,0.7254810666666667
Gerard MartÃ­n,DF,Barcelona,es La Liga,23.0,35000000,30881220.0,-4118780.0,0.8823205714285715
Amir Rrahmani,DF,Napoli,it Serie A,31.0,10000000,5787305.0,-4212695.0,0.5787305
Brennan Johnson,MF,Crystal Palace,eng Premier League,24.0,30000000,25779696.0,-4220304.0,0.8593232
Ander Barrenetxea,MF,Real Sociedad,es La Liga,23.0,18000000,13742249.0,-4257751.0,0.7634582777777777
Youri Tielemans,MF,Aston Villa,eng Premier League,28.0,30000000,25708300.0,-4291700.0,0.8569433333333333
Aaron Ramsdale,GK,Newcastle United,eng Premier League,27.0,12000000,7666342.0,-4333658.0,0.6388618333333334
Natan,DF,Real Betis,es La Liga,24.0,25000000,20665672.0,-4334328.0,0.82662688
Wilfried Gnonto,FW,Leeds United,eng Premier League,21.0,16000000,11661516.0,-4338484.0,0.72884475
Johan Bakayoko,FW,RB Leipzig,de Bundesliga,22.0,20000000,15649304.0,-4350696.0,0.7824652
Mason Greenwood,MF,Marseille,fr Ligue 1,23.0,55000000,50634936.0,-4365064.0,0.9206352
Patrick Wimmer,MF,Wolfsburg,de Bundesliga,24.0,12000000,7625602.5,-4374397.5,0.635466875
Kevin De Bruyne,MF,Napoli,it Serie A,34.0,8000000,3623806.8,-4376193.25,0.45297584375
Tiago Gabriel,DF,Lecce,it Serie A,20.0,15000000,10599821.0,-4400179.0,0.7066547333333333
Jeremie Boga,MF,Nice,fr Ligue 1,28.0,8000000,3582251.0,-4417749.0,0.447781375
Samuele Ricci,MF,Milan,it Serie A,23.0,22000000,17581900.0,-4418100.0,0.7991772727272727
Marc Bernal,MF,Barcelona,es La Liga,18.0,30000000,25553232.0,-4446768.0,0.8517744
Charles De Ketelaere,MF,Atalanta,it Serie A,24.0,30000000,25528924.0,-4471076.0,0.8509641333333333
ClÃ©ment Akpa,DF,Auxerre,fr Ligue 1,23.0,9000000,4525859.5,-4474140.5,0.5028732777777778
Breel Embolo,FW,Rennes,fr Ligue 1,28.0,15000000,10494989.0,-4505011.0,0.6996659333333334
Dominic Solanke,FW,Tottenham Hotspur,eng Premier League,27.0,28000000,23445164.0,-4554836.0,0.8373272857142857
Lovro Majer,MF,Wolfsburg,de Bundesliga,27.0,8000000,3437511.5,-4562488.5,0.4296889375
Joelinton,MF,Newcastle United,eng Premier League,28.0,25000000,20428220.0,-4571780.0,0.8171288
Tarik Muharemovic,DF,Sassuolo,it Serie A,22.0,25000000,20419652.0,-4580348.0,0.81678608
Antoine Mendy,DF,Nice,fr Ligue 1,21.0,10000000,5396023.5,-4603976.5,0.53960235
Arsen Zakharyan,MF,Real Sociedad,es La Liga,22.0,9000000,4387509.0,-4612491.0,0.487501
Julen Agirrezabala,GK,Valencia,es La Liga,24.0,9000000,4387379.5,-4612620.5,0.48748661111111113
Omari Hutchinson,MF,Nottingham Forest,eng Premier League,21.0,30000000,25384956.0,-4615044.0,0.8461652
Bamba Dieng,FW,Lorient,fr Ligue 1,25.0,15000000,10375548.0,-4624452.0,0.6917032
Terem Moffi,FW,Nice,fr Ligue 1,26.0,8000000,3374275.8,-4625724.25,0.42178446875
Ãlex Remiro,GK,Real Sociedad,es La Liga,30.0,9000000,4311441.0,-4688559.0,0.479049
Riccardo Orsolini,MF,Bologna,it Serie A,28.0,15000000,10310781.0,-4689219.0,0.6873854
Josep Martinez,GK,Inter,it Serie A,27.0,10000000,5281737.5,-4718262.5,0.52817375
Seko Fofana,MF,Rennes,fr Ligue 1,30.0,8000000,3277210.2,-4722789.75,0.40965128125
Evan Ferguson,FW,Roma,it Serie A,20.0,20000000,15277169.0,-4722831.0,0.76385845
Nathan AkÃ©,DF,Manchester City,eng Premier League,30.0,12000000,7271136.0,-4728864.0,0.605928
Ã‰der MilitÃ£o,DF,Real Madrid,es La Liga,27.0,20000000,15251723.0,-4748277.0,0.76258615
Michael Kayode,DF,Brentford,eng Premier League,21.0,40000000,35240028.0,-4759972.0,0.8810007
Kamil Grabara,GK,Wolfsburg,de Bundesliga,26.0,12000000,7230111.0,-4769889.0,0.60250925
Kenneth Taylor,MF,Lazio,it Serie A,23.0,25000000,20200356.0,-4799644.0,0.80801424
Boubacar Kamara,MF,Aston Villa,eng Premier League,25.0,40000000,35183880.0,-4816120.0,0.879597
Antoine Griezmann,FW,AtlÃ©tico Madrid,es La Liga,34.0,8000000,3181586.5,-4818413.5,0.3976983125
Kike Salas,DF,Sevilla,es La Liga,23.0,14000000,9174867.0,-4825133.0,0.6553476428571429
Exequiel Palacios,MF,Leverkusen,de Bundesliga,26.0,25000000,20165172.0,-4834828.0,0.80660688
Simon Sohm,MF,Fiorentina,it Serie A,24.0,8000000,3160264.2,-4839735.75,0.39503303125
Jacob Murphy,FW,Newcastle United,eng Premier League,30.0,12000000,7130853.0,-4869147.0,0.59423775
Mattias Svanberg,MF,Wolfsburg,de Bundesliga,26.0,8000000,3097327.8,-4902672.25,0.38716596875
Pierre Kalulu,DF,Juventus,it Serie A,25.0,32000000,27090524.0,-4909476.0,0.846578875
Finn Dahmen,GK,Augsburg,de Bundesliga,27.0,12000000,7066048.0,-4933952.0,0.5888373333333333
Manuel Locatelli,MF,Juventus,it Serie A,27.0,25000000,20056732.0,-4943268.0,0.80226928
Morten Frendrup,MF,Genoa,it Serie A,24.0,15000000,10052107.0,-4947893.0,0.6701404666666667
Dayann Methalie,MF,Toulouse,fr Ligue 1,19.0,18000000,13035342.0,-4964658.0,0.7241856666666666
Eberechi Eze,MF,Arsenal,eng Premier League,27.0,65000000,59998040.0,-5001960.0,0.9230467692307692
NicolÃ² Fagioli,MF,Fiorentina,it Serie A,24.0,16000000,10993977.0,-5006023.0,0.6871235625
Tim Iroegbunam,MF,Everton,eng Premier League,22.0,18000000,12967568.0,-5032432.0,0.7204204444444444
Leon Avdullahu,MF,Hoffenheim,de Bundesliga,21.0,30000000,24946488.0,-5053512.0,0.8315496
Giovanni Fabbian,MF,Fiorentina,it Serie A,22.0,10000000,4944534.5,-5055465.5,0.49445345
Mohammed Salisu,DF,Monaco,fr Ligue 1,26.0,10000000,4937923.0,-5062077.0,0.4937923
Emil Holm,DF,Bologna,it Serie A,25.0,10000000,4933710.0,-5066290.0,0.493371
Christopher Nkunku,FW,Milan,it Serie A,27.0,25000000,19893820.0,-5106180.0,0.7957528
Jacob Ramsey,MF,Newcastle United,eng Premier League,24.0,35000000,29844912.0,-5155088.0,0.8527117714285715
Jean-Clair Todibo,DF,West Ham United,eng Premier League,25.0,22000000,16840664.0,-5159336.0,0.7654847272727273
Jordan Pickford,GK,Everton,eng Premier League,31.0,13000000,7827349.5,-5172650.5,0.6021038076923076
IsmaÃ«l KonÃ©,MF,Sassuolo,it Serie A,23.0,25000000,19783704.0,-5216296.0,0.79134816
Lamare Bogarde,MF,Aston Villa,eng Premier League,21.0,18000000,12781850.0,-5218150.0,0.7101027777777777
Tom Rothe,MF,Union Berlin,de Bundesliga,20.0,10000000,4767867.5,-5232132.5,0.47678675
Fabio Miretti,MF,Juventus,it Serie A,21.0,15000000,9765701.0,-5234299.0,0.6510467333333333
Mamadou Coulibaly,MF,Monaco,fr Ligue 1,21.0,15000000,9748078.0,-5251922.0,0.6498718666666666
Andy Diouf,MF,Inter,it Serie A,22.0,20000000,14704217.0,-5295783.0,0.73521085
Mohamed Amoura,FW,Wolfsburg,de Bundesliga,25.0,20000000,14663075.0,-5336925.0,0.73315375
Douglas Luiz,MF,Aston Villa,eng Premier League,27.0,18000000,12640553.0,-5359447.0,0.7022529444444444
Enzo Boyomo,DF,Osasuna,es La Liga,23.0,15000000,9621049.0,-5378951.0,0.6414032666666667
Jhon Arias,FW,Wolves,eng Premier League,27.0,15000000,9549382.0,-5450618.0,0.6366254666666666
Guglielmo Vicario,GK,Tottenham Hotspur,eng Premier League,28.0,18000000,12544768.0,-5455232.0,0.6969315555555555
Sven Botman,DF,Newcastle United,eng Premier League,25.0,35000000,29535436.0,-5464564.0,0.8438696
Diogo Leite,DF,Union Berlin,de Bundesliga,26.0,12000000,6519862.0,-5480138.0,0.5433218333333333
JeanuÃ«l Belocian,DF,Wolfsburg,de Bundesliga,20.0,12000000,6478304.0,-5521696.0,0.5398586666666667
Kassoum Ouattara,MF,Monaco,fr Ligue 1,20.0,12000000,6464332.0,-5535668.0,0.5386943333333334
Nuno Tavares,DF,Lazio,it Serie A,25.0,12000000,6462335.0,-5537665.0,0.5385279166666667
IÃ±aki Williams,MF,Athletic Club,es La Liga,31.0,8000000,2459880.8,-5540119.25,0.30748509375
Nikola KrstoviÄ‡,FW,Atalanta,it Serie A,25.0,30000000,24421232.0,-5578768.0,0.8140410666666666
Mika Biereth,FW,Monaco,fr Ligue 1,22.0,15000000,9398267.0,-5601733.0,0.6265511333333333
Fabio Vieira,MF,Hamburger SV,de Bundesliga,25.0,18000000,12325499.0,-5674501.0,0.6847499444444445
Odilon Kossounou,DF,Atalanta,it Serie A,24.0,15000000,9287605.0,-5712395.0,0.6191736666666666
Paul Nebel,MF,Mainz 05,de Bundesliga,22.0,18000000,12275831.0,-5724169.0,0.6819906111111111
Rodrigo Gomes,MF,Wolves,eng Premier League,22.0,15000000,9275478.0,-5724522.0,0.6183652
Joe Gomez,DF,Liverpool,eng Premier League,28.0,13000000,7264018.0,-5735982.0,0.5587706153846154
Aymeric Laporte,DF,Athletic Club,es La Liga,31.0,8000000,2261690.0,-5738310.0,0.28271125
Alexis Vossah,MF,Toulouse,fr Ligue 1,17.0,15000000,9255614.0,-5744386.0,0.6170409333333333
Jadon Sancho,MF,Aston Villa,eng Premier League,25.0,18000000,12247836.0,-5752164.0,0.6804353333333333
Santiago GimÃ©nez,FW,Milan,it Serie A,24.0,18000000,12245056.0,-5754944.0,0.6802808888888889
Lucien Agoume,MF,Sevilla,es La Liga,23.0,15000000,9223593.0,-5776407.0,0.6149062
Ayden Heaven,DF,Manchester Utd,eng Premier League,18.0,30000000,24196128.0,-5803872.0,0.8065376
Alexis Claude-Maurice,MF,Augsburg,de Bundesliga,27.0,15000000,9191279.0,-5808721.0,0.6127519333333333
Calvin Bassey,DF,Fulham,eng Premier League,25.0,28000000,22191128.0,-5808872.0,0.7925402857142857
Nicolas Seiwald,MF,RB Leipzig,de Bundesliga,24.0,25000000,19178136.0,-5821864.0,0.76712544
Marco Friedl,DF,Werder Bremen,de Bundesliga,27.0,10000000,4166289.2,-5833710.75,0.416628925
Merlin RÃ¶hl,MF,Everton,eng Premier League,23.0,16000000,10165420.0,-5834580.0,0.63533875
KÃ©vin Danois,MF,Auxerre,fr Ligue 1,21.0,20000000,14161772.0,-5838228.0,0.7080886
Andriy Lunin,GK,Real Madrid,es La Liga,26.0,12000000,6159497.0,-5840503.0,0.5132914166666667
Mile Svilar,GK,Roma,it Serie A,25.0,35000000,29153776.0,-5846224.0,0.8329650285714286
Kevin,MF,Fulham,eng Premier League,22.0,25000000,19103984.0,-5896016.0,0.76415936
Rayan,MF,Bournemouth,eng Premier League,18.0,60000000,54098464.0,-5901536.0,0.9016410666666667
Richarlison,FW,Tottenham Hotspur,eng Premier League,28.0,25000000,19089780.0,-5910220.0,0.7635912
Omar El Hilali,DF,Espanyol,es La Liga,21.0,15000000,9071506.0,-5928494.0,0.6047670666666667
Gonzalo GarcÃ­a,FW,Real Madrid,es La Liga,21.0,30000000,24061284.0,-5938716.0,0.8020428
Robin Risser,GK,Lens,fr Ligue 1,20.0,30000000,24054816.0,-5945184.0,0.8018272
Alberto Moleiro,MF,Villarreal,es La Liga,21.0,50000000,44053104.0,-5946896.0,0.88106208
Djed Spence,DF,Tottenham Hotspur,eng Premier League,24.0,30000000,24048668.0,-5951332.0,0.8016222666666667
Semih KÄ±lÄ±Ã§soy,FW,Cagliari,it Serie A,19.0,11000000,5013685.0,-5986315.0,0.4557895454545455
Moussa Niakhate,DF,Lyon,fr Ligue 1,29.0,15000000,8969702.0,-6030298.0,0.5979801333333333
Takumi Minamino,MF,Monaco,fr Ligue 1,30.0,10000000,3946376.8,-6053623.25,0.394637675
FerrÃ¡n Torres,FW,Barcelona,es La Liga,25.0,50000000,43901868.0,-6098132.0,0.87803736
Tiago Santos,DF,Lille,fr Ligue 1,23.0,10000000,3891479.2,-6108520.75,0.389147925
Serhou Guirassy,FW,Dortmund,de Bundesliga,29.0,32000000,25870972.0,-6129028.0,0.808467875
Jarrod Bowen,MF,West Ham United,eng Premier League,28.0,30000000,23807784.0,-6192216.0,0.7935928
Nicolas Jackson,FW,Bayern Munich,de Bundesliga,24.0,40000000,33790732.0,-6209268.0,0.8447683
Ramon Hendriks,DF,Stuttgart,de Bundesliga,24.0,25000000,18788228.0,-6211772.0,0.75152912
Philipp Lienhart,DF,Freiburg,de Bundesliga,29.0,10000000,3757182.5,-6242817.5,0.37571825
Joachim Andersen,DF,Fulham,eng Premier League,29.0,20000000,13752501.0,-6247499.0,0.68762505
Martin Baturina,MF,Como,it Serie A,22.0,30000000,23750636.0,-6249364.0,0.7916878666666667
Alexander SÃ¸rloth,FW,AtlÃ©tico Madrid,es La Liga,29.0,18000000,11718752.0,-6281248.0,0.6510417777777778
Kristjan Asllani,MF,Torino,it Serie A,23.0,12000000,5698179.0,-6301821.0,0.47484825
Lutsharel Geertruida,DF,Sunderland,eng Premier League,25.0,20000000,13654096.0,-6345904.0,0.6827048
Adrien Rabiot,MF,Milan,it Serie A,30.0,18000000,11652066.0,-6347934.0,0.647337
Lazar Samardzic,MF,Atalanta,it Serie A,23.0,16000000,9626850.0,-6373150.0,0.601678125
KhÃ©phren Thuram,MF,Juventus,it Serie A,24.0,38000000,31577632.0,-6422368.0,0.8309903157894737
Santiago Castro,FW,Bologna,it Serie A,20.0,32000000,25564056.0,-6435944.0,0.79887675
Callum Hudson-Odoi,MF,Nottingham Forest,eng Premier League,24.0,30000000,23555564.0,-6444436.0,0.7851854666666667
Harvey Barnes,FW,Newcastle United,eng Premier League,27.0,32000000,25526100.0,-6473900.0,0.797690625
William Osula,FW,Newcastle United,eng Premier League,21.0,28000000,21524176.0,-6475824.0,0.7687205714285714
Tijjani Reijnders,MF,Manchester City,eng Premier League,27.0,50000000,43504424.0,-6495576.0,0.87008848
Gustav Isaksen,FW,Lazio,it Serie A,24.0,15000000,8469479.0,-6530521.0,0.5646319333333333
Pape Matar Sarr,MF,Tottenham Hotspur,eng Premier League,22.0,30000000,23398212.0,-6601788.0,0.7799404
NiccolÃ² Fortini,MF,Fiorentina,it Serie A,19.0,10000000,3391684.5,-6608315.5,0.33916845
HÃ©ctor Fort,DF,Elche,es La Liga,18.0,12000000,5235514.5,-6764485.5,0.436292875
Sofiane Diop,MF,Nice,fr Ligue 1,25.0,15000000,8218543.0,-6781457.0,0.5479028666666667
Javi RodrÃ­guez,DF,Celta Vigo,es La Liga,22.0,18000000,11066982.0,-6933018.0,0.6148323333333333
Charlie Cresswell,DF,Toulouse,fr Ligue 1,22.0,25000000,18002932.0,-6997068.0,0.72011728
Karl Etta Eyong,FW,Levante,es La Liga,21.0,15000000,7973642.5,-7026357.5,0.5315761666666666
Tolu Arokodare,FW,Wolves,eng Premier League,24.0,20000000,12901746.0,-7098254.0,0.6450873
Tyler Morton,MF,Lyon,fr Ligue 1,22.0,30000000,22889392.0,-7110608.0,0.7629797333333334
Rio Ngumoha,MF,Liverpool,eng Premier League,16.0,30000000,22861948.0,-7138052.0,0.7620649333333334
Prosper Peter,FW,Angers,fr Ligue 1,17.0,15000000,7861005.5,-7138994.5,0.5240670333333334
JoÃ£o Palhinha,MF,Tottenham Hotspur,eng Premier League,30.0,15000000,7854441.0,-7145559.0,0.5236294
