Player,Primary_Pos,Club,League,Age,Market_Value_EUR,Predicted_Value,Gap,Value_Ratio
Jordan Torunarigha,DF,Hamburger SV,de Bundesliga,27.0,4000000,4329847.0,329847.0,1.08246175
Haris Belkebla,MF,Angers,fr Ligue 1,31.0,1800000,2124024.8,324024.75,1.18001375
Justin Njinmah,FW,Werder Bremen,de Bundesliga,24.0,5000000,5323488.0,323488.0,1.0646976
Lukas Ullrich,DF,Gladbach,de Bundesliga,21.0,6000000,6322938.0,322938.0,1.053823
Riccardo Calafiori,DF,Arsenal,eng Premier League,23.0,55000000,55321510.0,321512.0,1.0058456727272727
Stole Dimitrievski,GK,Valencia,es La Liga,31.0,2000000,2316453.0,316453.0,1.1582265
Christian OrdoÃ±ez,MF,Parma,it Serie A,21.0,6500000,6814750.0,314750.0,1.048423076923077
Aurele Amenda,DF,Eintracht Frankfurt,de Bundesliga,22.0,10000000,10307399.0,307399.0,1.0307399
Danilo Cataldi,MF,Lazio,it Serie A,30.0,3500000,3805845.8,305845.75,1.0873845
Marius BÃ¼lter,FW,KÃ¶ln,de Bundesliga,32.0,1800000,2103822.8,303822.75,1.1687904166666667
Maxime Colin,DF,Metz,fr Ligue 1,33.0,250000,549922.8,299922.8125,2.19969125
Martin Frese,MF,Hellas Verona,it Serie A,27.0,2500000,2797375.2,297375.25,1.1189501
Diego Rico,DF,Getafe,es La Liga,32.0,1000000,1286310.5,286310.5,1.2863105
Hugo Ãlvarez,FW,Celta Vigo,es La Liga,22.0,8000000,8286296.5,286296.5,1.0357870625
Diego Moreira,MF,Strasbourg,fr Ligue 1,20.0,25000000,25282324.0,282324.0,1.01129296
Kwasi Sibo,MF,Oviedo,es La Liga,27.0,1400000,1680988.6,280988.625,1.2007061607142857
Giovani Lo Celso,MF,Real Betis,es La Liga,29.0,8000000,8272534.0,272534.0,1.03406675
Ibrahim Maza,MF,Leverkusen,de Bundesliga,19.0,45000000,45269550.0,269552.0,1.0059900444444445
Suat Serdar,MF,Hellas Verona,it Serie A,28.0,2800000,3066952.8,266952.75,1.095340267857143
Ardian Ismajli,DF,Torino,it Serie A,28.0,5000000,5266578.0,266578.0,1.0533156
Youssef El-Arabi,FW,Nantes,fr Ligue 1,38.0,100000,364090.88,264090.875,3.64090875
Casemiro,MF,Manchester Utd,eng Premier League,33.0,6000000,6262470.5,262470.5,1.0437450833333333
Antonio Caracciolo,DF,Pisa,it Serie A,35.0,800000,1058905.6,258905.625,1.32363203125
Fares ChaÃ¯bi,MF,Eintracht Frankfurt,de Bundesliga,22.0,15000000,15258037.0,258037.0,1.0172024666666666
Josip Brekalo,MF,Oviedo,es La Liga,27.0,2500000,2756652.0,256652.0,1.1026608
Matteo Bianchetti,DF,Cremonese,it Serie A,32.0,800000,1054681.8,254681.75,1.3183521875
Matt Doherty,DF,Wolves,eng Premier League,33.0,1000000,1252607.9,252607.875,1.252607875
Benjamin AndrÃ©,MF,Lille,fr Ligue 1,34.0,3000000,3243623.0,243623.0,1.0812076666666666
Lanroy Machine,FW,Angers,fr Ligue 1,19.0,1500000,1742422.6,242422.625,1.1616150833333334
Ãsak JÃ³hannesson,MF,KÃ¶ln,de Bundesliga,22.0,8000000,8238978.0,238978.0,1.02987225
Alfonso Espino,DF,Rayo Vallecano,es La Liga,33.0,900000,1134979.8,234979.75,1.261088611111111
Tommaso Pobega,MF,Bologna,it Serie A,26.0,8000000,8227286.5,227286.5,1.0284108125
Tommaso Barbieri,MF,Cremonese,it Serie A,22.0,3800000,4024185.2,224185.25,1.0589961184210526
Benjamin Stambouli,MF,Metz,fr Ligue 1,34.0,250000,470857.6,220857.59375,1.883430375
Santi Cazorla,MF,Oviedo,es La Liga,40.0,200000,419019.4,219019.40625,2.09509703125
PathÃ© Ciss,MF,Rayo Vallecano,es La Liga,31.0,1800000,2018785.8,218785.75,1.121547638888889
NicolÃ² Barella,MF,Inter,it Serie A,28.0,50000000,50216850.0,216848.0,1.00433696
Ulisses Garcia,DF,Sassuolo,it Serie A,29.0,3000000,3209709.8,209709.75,1.06990325
Federico Ceccherini,DF,Cremonese,it Serie A,33.0,400000,609305.6,209305.625,1.5232640625
Cristiano Biraghi,MF,Torino,it Serie A,32.0,900000,1107433.6,207433.625,1.2304818055555555
Nacho Vidal,DF,Oviedo,es La Liga,30.0,1200000,1403528.9,203528.875,1.1696073958333333
Manolis Saliakas,MF,St Pauli,de Bundesliga,28.0,2000000,2199295.8,199295.75,1.099647875
Joan GarcÃ­a,GK,Barcelona,es La Liga,24.0,45000000,45194410.0,194408.0,1.0043201777777777
Arnaut Danjuma,MF,Valencia,es La Liga,28.0,3000000,3192784.2,192784.25,1.0642614166666666
Anthony Jung,DF,Freiburg,de Bundesliga,33.0,600000,790623.06,190623.0625,1.3177051041666668
Mariano Troilo,DF,Parma,it Serie A,22.0,10000000,10189121.0,189121.0,1.0189121
Lilian Raolisoa,MF,Angers,fr Ligue 1,25.0,4000000,4186450.5,186450.5,1.046612625
Emre Can,DF,Dortmund,de Bundesliga,31.0,3000000,3180294.2,180294.25,1.0600980833333333
Nicola Leali,GK,Genoa,it Serie A,32.0,1000000,1178796.4,178796.375,1.178796375
Mamadou Sarr,DF,Strasbourg,fr Ligue 1,19.0,22000000,22175512.0,175512.0,1.0079778181818182
Kiko FemenÃ­a,DF,Getafe,es La Liga,34.0,700000,874707.0,174707.0,1.2495814285714286
Maxime DupÃ©,GK,Nice,fr Ligue 1,32.0,700000,871680.8,171680.8125,1.2452583035714286
ClÃ©ment Lenglet,DF,AtlÃ©tico Madrid,es La Liga,30.0,4000000,4171187.0,171187.0,1.04279675
Chidozie Awaziem,DF,Nantes,fr Ligue 1,28.0,2500000,2670832.5,170832.5,1.068333
Thomas Partey,MF,Villarreal,es La Liga,32.0,2000000,2167122.0,167122.0,1.083561
ValentÃ­n GÃ³mez,DF,Real Betis,es La Liga,22.0,12000000,12163491.0,163491.0,1.01362425
Hugo RincÃ³n,DF,Girona,es La Liga,22.0,3500000,3659854.0,159854.0,1.0456725714285715
Obed Vargas,MF,AtlÃ©tico Madrid,es La Liga,19.0,10000000,10155478.0,155478.0,1.0155478
Adrian Å emper,GK,Pisa,it Serie A,27.0,1800000,1952407.5,152407.5,1.0846708333333333
Samir El Mourabet,MF,Strasbourg,fr Ligue 1,19.0,22000000,22148332.0,148332.0,1.0067423636363637
Jean-Philippe Krasso,FW,Paris FC,fr Ligue 1,28.0,3500000,3642847.0,142847.0,1.0408134285714286
Pierrick Capelle,MF,Angers,fr Ligue 1,38.0,150000,291819.94,141819.9375,1.94546625
Giorgi Kvilitaia,FW,Metz,fr Ligue 1,31.0,900000,1039586.8,139586.8125,1.1550964583333334
Alexander Prass,MF,Hoffenheim,de Bundesliga,24.0,9000000,9138540.0,138540.0,1.0153933333333334
Jackson Irvine,MF,St Pauli,de Bundesliga,32.0,1000000,1134901.9,134901.875,1.134901875
Antonio SÃ¡nchez,MF,Mallorca,es La Liga,28.0,2000000,2133001.0,133001.0,1.0665005
Anthony Lopes,GK,Nantes,fr Ligue 1,34.0,900000,1020702.2,120702.1875,1.1341135416666666
Franco VÃ¡zquez,FW,Cremonese,it Serie A,36.0,600000,718951.06,118951.0625,1.1982517708333333
Ragnar Ache,FW,KÃ¶ln,de Bundesliga,27.0,9000000,9118448.0,118448.0,1.013160888888889
Lukas KÃ¼bler,DF,Freiburg,de Bundesliga,32.0,1500000,1617841.8,117841.75,1.0785611666666666
Diant Ramaj,GK,Heidenheim,de Bundesliga,23.0,7000000,7115805.5,115805.5,1.0165436428571428
Adam Buksa,FW,Udinese,it Serie A,29.0,3500000,3610832.5,110832.5,1.0316664285714285
Simone Scuffet,GK,Pisa,it Serie A,29.0,900000,1009749.1,109749.125,1.1219434722222221
Paulo Gazzaniga,GK,Girona,es La Liga,33.0,1800000,1908976.1,108976.125,1.0605422916666667
Vakoun Bayo,FW,Udinese,it Serie A,28.0,2500000,2607997.5,107997.5,1.043199
Mateu Morey,DF,Mallorca,es La Liga,25.0,1400000,1507557.1,107557.125,1.0768265178571428
NicolÃ¡s Valentini,DF,Hellas Verona,it Serie A,24.0,3000000,3106738.2,106738.25,1.0355794166666668
Takuma Asano,MF,Mallorca,es La Liga,30.0,1500000,1605891.6,105891.625,1.0705944166666668
Jefferson Lerma,MF,Crystal Palace,eng Premier League,30.0,6000000,6098440.0,98440.0,1.0164066666666667
Nicolas Cozza,DF,Nantes,fr Ligue 1,26.0,2500000,2597750.5,97750.5,1.0391002
Federico Baschirotto,DF,Cremonese,it Serie A,28.0,3500000,3592134.2,92134.25,1.0263240714285715
Damion Downs,FW,Hamburger SV,de Bundesliga,21.0,4000000,4089522.2,89522.25,1.0223805625
Luca Pellegrini,DF,Lazio,it Serie A,26.0,4500000,4588988.5,88988.5,1.0197752222222223
Sergi Darder,MF,Mallorca,es La Liga,31.0,3000000,3087413.0,87413.0,1.0291376666666667
Borja Iglesias,FW,Celta Vigo,es La Liga,32.0,2800000,2887296.8,87296.75,1.0311774107142857
Fabio Chiarodia,DF,Gladbach,de Bundesliga,20.0,3000000,3085738.0,85738.0,1.0285793333333333
Johan Mojica,DF,Mallorca,es La Liga,32.0,1500000,1583047.9,83047.875,1.05536525
Branco van den Boomen,MF,Angers,fr Ligue 1,30.0,2500000,2575827.0,75827.0,1.0303308
Senny Mayulu,MF,Paris Saint-Germain,fr Ligue 1,19.0,40000000,40075556.0,75556.0,1.0018889
Carlos Alcaraz,MF,Everton,eng Premier League,22.0,15000000,15074926.0,74926.0,1.0049950666666667
Riccardo Sottil,FW,Lecce,it Serie A,26.0,3000000,3072837.5,72837.5,1.0242791666666666
Roberto Gagliardini,MF,Hellas Verona,it Serie A,31.0,1300000,1370113.0,70113.0,1.053933076923077
Antonio Sanabria,FW,Cremonese,it Serie A,29.0,1800000,1860784.2,60784.25,1.0337690277777778
Ãlex Sancris,MF,Getafe,es La Liga,28.0,1500000,1560210.8,60210.75,1.0401405
Bashir Humphreys,DF,Burnley,eng Premier League,22.0,12000000,12057928.0,57928.0,1.0048273333333333
Jordan Henderson,MF,Brentford,eng Premier League,35.0,1200000,1251723.0,51723.0,1.0431025
Eren DinkÃ§i,MF,Heidenheim,de Bundesliga,23.0,6000000,6048777.5,48777.5,1.0081295833333332
Lucas BergstrÃ¶m,GK,Mallorca,es La Liga,22.0,1400000,1448105.1,48105.125,1.0343608035714287
Florent Hanin,DF,Angers,fr Ligue 1,35.0,200000,239906.6,39906.59375,1.19953296875
Lars Ritzka,MF,St Pauli,de Bundesliga,27.0,1000000,1038449.25,38449.25,1.03844925
Lucas VÃ¡zquez,MF,Leverkusen,de Bundesliga,34.0,1500000,1537314.5,37314.5,1.0248763333333333
Antonio Raillo,DF,Mallorca,es La Liga,33.0,1000000,1036099.9,36099.875,1.036099875
Hans Hateboer,DF,Lyon,fr Ligue 1,31.0,1800000,1834309.5,34309.5,1.0190608333333333
Aihen MuÃ±oz,DF,Real Sociedad,es La Liga,27.0,2500000,2531089.2,31089.25,1.0124357
Juan Jesus,DF,Napoli,it Serie A,34.0,1500000,1523706.6,23706.625,1.0158044166666667
Jamie Vardy,FW,Cremonese,it Serie A,38.0,1000000,1018138.5,18138.5,1.0181385
Ãlvaro Fidalgo,MF,Real Betis,es La Liga,28.0,6000000,6014678.0,14678.0,1.0024463333333333
Lennard Maloney,DF,Mainz 05,de Bundesliga,25.0,2500000,2514394.8,14394.75,1.0057579
Junior Messias,MF,Genoa,it Serie A,34.0,1100000,1108285.2,8285.25,1.0075320454545456
Dani Calvo,DF,Oviedo,es La Liga,31.0,900000,906095.25,6095.25,1.0067725
Samuel Amo-Ameyaw,MF,Strasbourg,fr Ligue 1,19.0,8000000,8002583.5,2583.5,1.0003229375
Tijjani Noslin,FW,Lazio,it Serie A,26.0,8000000,7998578.0,-1422.0,0.99982225
Akor Adams,FW,Sevilla,es La Liga,25.0,15000000,14996377.0,-3623.0,0.9997584666666667
Luis Milla,MF,Getafe,es La Liga,30.0,3500000,3495182.5,-4817.5,0.9986235714285714
JoÃ«l Veltman,DF,Brighton,eng Premier League,33.0,1500000,1494976.6,-5023.375,0.9966510833333333
Pedro,FW,Lazio,it Serie A,38.0,1000000,990988.7,-9011.3125,0.9909886875
Christopher Trimmel,MF,Union Berlin,de Bundesliga,38.0,600000,587242.3,-12757.6875,0.9787371875
Mads Hermansen,GK,West Ham United,eng Premier League,25.0,15000000,14987169.0,-12831.0,0.9991446
Henrik Meister,FW,Pisa,it Serie A,21.0,3800000,3786228.0,-13772.0,0.9963757894736842
Toni Lato,DF,Mallorca,es La Liga,27.0,1400000,1380470.5,-19529.5,0.9860503571428572
Iago Aspas,FW,Celta Vigo,es La Liga,37.0,1600000,1580397.6,-19602.375,0.987748515625
Florian Sotoca,MF,Lens,fr Ligue 1,34.0,1200000,1179543.0,-20457.0,0.9829525
Morten Thorsby,MF,Genoa,it Serie A,29.0,2800000,2768996.2,-31003.75,0.9889272321428572
Lorenzo De Silvestri,DF,Bologna,it Serie A,37.0,600000,564242.56,-35757.4375,0.9404042708333333
Axel Witsel,MF,Girona,es La Liga,36.0,1200000,1153761.6,-46238.375,0.9614680208333334
Robert Glatzel,FW,Hamburger SV,de Bundesliga,31.0,1500000,1447917.4,-52082.625,0.96527825
Samuele Angori,MF,Pisa,it Serie A,21.0,4500000,4444633.0,-55367.0,0.9876962222222222
Jeffrey Gouweleeuw,DF,Augsburg,de Bundesliga,34.0,1000000,940858.44,-59141.5625,0.9408584375
Moustapha Mbow,DF,Paris FC,fr Ligue 1,25.0,9000000,8928770.0,-71230.0,0.9920855555555556
Federico Bernardeschi,MF,Bologna,it Serie A,31.0,3500000,3428439.2,-71560.75,0.9795540714285714
Radu DrÄƒguÈ™in,DF,Tottenham Hotspur,eng Premier League,23.0,16000000,15924725.0,-75275.0,0.9952953125
IÃ±igo Lekue,DF,Athletic Club,es La Liga,32.0,1000000,922721.25,-77278.75,0.92272125
James Sands,MF,St Pauli,de Bundesliga,25.0,5000000,4919751.0,-80249.0,0.9839502
Dante,DF,Nice,fr Ligue 1,41.0,500000,418049.47,-81950.53125,0.8360989375
Nobel Mendy,DF,Rayo Vallecano,es La Liga,20.0,7500000,7414334.0,-85666.0,0.9885778666666667
Alexis SÃ¡nchez,FW,Sevilla,es La Liga,36.0,1200000,1111548.6,-88451.375,0.9262905208333333
Alberto Paleari,GK,Torino,it Serie A,32.0,1200000,1107813.9,-92186.125,0.9231782291666667
Kevin Danso,DF,Tottenham Hotspur,eng Premier League,26.0,20000000,19905888.0,-94112.0,0.9952944
Caleb Ekuban,FW,Genoa,it Serie A,31.0,1200000,1105281.2,-94718.75,0.9210677083333333
Kenny Lala,DF,Brest,fr Ligue 1,33.0,1500000,1401350.1,-98649.875,0.9342334166666667
Ngal'Ayel Mukau,MF,Lille,fr Ligue 1,20.0,15000000,14901145.0,-98855.0,0.9934096666666666
Sofiane Boufal,MF,Le Havre,fr Ligue 1,31.0,1800000,1699250.4,-100749.625,0.9440279861111112
Thiago Almada,MF,AtlÃ©tico Madrid,es La Liga,24.0,15000000,14897707.0,-102293.0,0.9931804666666667
Marco GrÃ¼ll,MF,Werder Bremen,de Bundesliga,27.0,4000000,3896953.5,-103046.5,0.974238375
Isaac Schmidt,MF,Werder Bremen,de Bundesliga,25.0,2200000,2094461.8,-105538.25,0.9520280681818182
Ãlvaro Carreras,DF,Real Madrid,es La Liga,22.0,50000000,49890816.0,-109184.0,0.99781632
Nemanja MatiÄ‡,MF,Sassuolo,it Serie A,36.0,1600000,1488134.6,-111865.375,0.930084140625
Boulaye Dia,FW,Lazio,it Serie A,28.0,5000000,4885796.5,-114203.5,0.9771593
Jesper KarlstrÃ¶m,MF,Udinese,it Serie A,30.0,4000000,3883001.0,-116999.0,0.97075025
Hauke Wahl,DF,St Pauli,de Bundesliga,31.0,1500000,1374181.4,-125818.625,0.9161209166666666
Fisayo Dele-Bashiru,MF,Lazio,it Serie A,24.0,6000000,5866267.0,-133733.0,0.9777111666666667
Koffi Kouao,DF,Metz,fr Ligue 1,27.0,2500000,2352763.5,-147236.5,0.9411054
Francis Coquelin,MF,Nantes,fr Ligue 1,34.0,700000,551004.25,-148995.75,0.7871489285714286
Fali CandÃ©,DF,Sassuolo,it Serie A,27.0,3000000,2845498.0,-154502.0,0.9484993333333334
Maximilian Eggestein,MF,Freiburg,de Bundesliga,28.0,10000000,9845261.0,-154739.0,0.9845261
Giovanni Bonfanti,DF,Pisa,it Serie A,22.0,1000000,840257.0,-159743.0,0.840257
Nadir Zortea,DF,Bologna,it Serie A,26.0,7000000,6840006.5,-159993.5,0.9771437857142857
Albian Hajdari,DF,Hoffenheim,de Bundesliga,22.0,25000000,24834640.0,-165360.0,0.9933856
Edu ExpÃ³sito,MF,Espanyol,es La Liga,28.0,5000000,4829884.0,-170116.0,0.9659768
Sergio Herrera,GK,Osasuna,es La Liga,32.0,2800000,2623744.0,-176256.0,0.9370514285714285
Patrizio Masini,MF,Genoa,it Serie A,24.0,4200000,4022976.5,-177023.5,0.9578515476190477
Adrien Tameze,DF,Torino,it Serie A,31.0,1200000,1018766.94,-181233.0625,0.8489724479166667
Seny Koumbassa,DF,Toulouse,fr Ligue 1,18.0,5000000,4810306.0,-189694.0,0.9620612
Mathew Ryan,GK,Levante,es La Liga,33.0,1800000,1607739.6,-192260.375,0.8931886805555556
Tomoya Ando,DF,St Pauli,de Bundesliga,26.0,3000000,2799363.5,-200636.5,0.9331211666666667
Daniel Elfadli,DF,Hamburger SV,de Bundesliga,28.0,3000000,2798456.0,-201544.0,0.9328186666666667
Ivan Provedel,GK,Lazio,it Serie A,31.0,3000000,2798101.0,-201899.0,0.9327003333333334
MarcÃ£o,DF,Sevilla,es La Liga,29.0,2500000,2291942.8,-208057.25,0.9167771
MathÃ­as Olivera,DF,Napoli,it Serie A,27.0,15000000,14784902.0,-215098.0,0.9856601333333334
Mark Flekken,GK,Leverkusen,de Bundesliga,32.0,6000000,5778001.5,-221998.5,0.96300025
Jean-Victor Makengo,MF,Lorient,fr Ligue 1,27.0,6000000,5777621.5,-222378.5,0.9629369166666667
Antonio RÃ¼diger,DF,Real Madrid,es La Liga,32.0,6000000,5771178.5,-228821.5,0.9618630833333334
Guillermo MaripÃ¡n,DF,Torino,it Serie A,31.0,2000000,1768448.0,-231552.0,0.884224
Mattia Perin,GK,Juventus,it Serie A,32.0,2000000,1764904.8,-235095.25,0.882452375
Eric Bailly,DF,Oviedo,es La Liga,31.0,1200000,949670.3,-250329.6875,0.7913919270833333
Fabio BaldÃ©,FW,Hamburger SV,de Bundesliga,20.0,5000000,4749474.0,-250526.0,0.9498948
Lucas Tousart,MF,Brest,fr Ligue 1,28.0,2000000,1749237.4,-250762.625,0.8746186875
Mikel Vesga,MF,Athletic Club,es La Liga,32.0,1200000,947517.25,-252482.75,0.7895977083333333
Nicolas Fonseca,MF,Oviedo,es La Liga,26.0,3000000,2747269.5,-252730.5,0.9157565
Diego LÃ³pez,MF,Valencia,es La Liga,23.0,9000000,8746508.0,-253492.0,0.9718342222222223
Pau Torres,DF,Aston Villa,eng Premier League,28.0,20000000,19744804.0,-255196.0,0.9872402
Stephan El Shaarawy,MF,Roma,it Serie A,32.0,2400000,2136174.8,-263825.25,0.8900728125
Rav van den Berg,DF,KÃ¶ln,de Bundesliga,21.0,7000000,6732626.5,-267373.5,0.9618037857142857
Portu,FW,Girona,es La Liga,33.0,1200000,926055.4,-273944.625,0.7717128125
Olivier Deman,DF,Werder Bremen,de Bundesliga,25.0,3500000,3218712.5,-281287.5,0.9196321428571429
Marius Marin,MF,Pisa,it Serie A,26.0,2800000,2494963.2,-305036.75,0.8910583035714286
Rosen Bozhinov,DF,Pisa,it Serie A,20.0,4000000,3693719.2,-306280.75,0.9234298125
Linton Maina,MF,KÃ¶ln,de Bundesliga,26.0,3000000,2692827.8,-307172.25,0.89760925
Lucas Digne,DF,Aston Villa,eng Premier League,32.0,6000000,5686220.0,-313780.0,0.9477033333333333
Juan Cuadrado,MF,Pisa,it Serie A,37.0,800000,486138.4,-313861.59375,0.6076730078125
Alessio Castro-Montes,MF,KÃ¶ln,de Bundesliga,28.0,2500000,2183927.2,-316072.75,0.8735709
Calebe,MF,AlavÃ©s,es La Liga,25.0,1800000,1475325.0,-324675.0,0.819625
LukÃ¡Å¡ HrÃ¡deckÃ½,GK,Monaco,fr Ligue 1,35.0,1500000,1165934.4,-334065.625,0.7772895833333333
Maxime EstÃ¨ve,DF,Burnley,eng Premier League,23.0,28000000,27660108.0,-339892.0,0.987861
Fabian SchÃ¤r,DF,Newcastle United,eng Premier League,33.0,4000000,3655713.5,-344286.5,0.913928375
Jari Vandeputte,MF,Cremonese,it Serie A,29.0,3000000,2653254.5,-346745.5,0.8844181666666666
Augusto Batalla,GK,Rayo Vallecano,es La Liga,29.0,6000000,5650051.5,-349948.5,0.94167525
RaÃºl Albiol,DF,Pisa,it Serie A,39.0,700000,346416.4,-353583.59375,0.49488058035714283
Filip KostiÄ‡,MF,Juventus,it Serie A,32.0,2000000,1646312.0,-353688.0,0.823156
Morten Thorsby,MF,Cremonese,it Serie A,29.0,2800000,2445640.2,-354359.75,0.8734429464285715
Kevin StÃ¶ger,MF,Gladbach,de Bundesliga,31.0,1800000,1445020.5,-354979.5,0.8027891666666667
Valentino Lazaro,MF,Torino,it Serie A,29.0,2500000,2141035.0,-358965.0,0.856414
IvÃ¡n Balliu,DF,Rayo Vallecano,es La Liga,33.0,1000000,640221.94,-359778.0625,0.6402219375
Victor LindelÃ¶f,DF,Aston Villa,eng Premier League,31.0,5000000,4630599.0,-369401.0,0.9261198
Niklas Stark,DF,Werder Bremen,de Bundesliga,30.0,2500000,2130447.8,-369552.25,0.8521791
Jon Guridi,MF,AlavÃ©s,es La Liga,30.0,1800000,1426192.9,-373807.125,0.792329375
Francesco Acerbi,DF,Inter,it Serie A,37.0,2000000,1618212.0,-381788.0,0.809106
Ãlvaro Morata,FW,Como,it Serie A,32.0,6000000,5609649.5,-390350.5,0.9349415833333333
Haris Tabakovic,FW,Gladbach,de Bundesliga,31.0,3500000,3108252.8,-391747.25,0.8880722142857143
Pablo MarÃ­n,MF,Real Sociedad,es La Liga,22.0,7000000,6606178.0,-393822.0,0.9437397142857142
Luka ModriÄ‡,MF,Milan,it Serie A,39.0,3500000,3102841.8,-397158.25,0.8865262142857143
Isaac Romero,FW,Sevilla,es La Liga,25.0,5000000,4602518.5,-397481.5,0.9205037
Arthur Chaves,DF,Augsburg,de Bundesliga,24.0,5000000,4592872.0,-407128.0,0.9185744
Ã˜rjan Nyland,GK,Sevilla,es La Liga,34.0,800000,391005.75,-408994.25,0.4887571875
Lucas TorrÃ³,MF,Osasuna,es La Liga,31.0,2500000,2085763.1,-414236.875,0.83430525
Mert KÃ¶mÃ¼r,MF,Augsburg,de Bundesliga,20.0,12000000,11579066.0,-420934.0,0.9649221666666666
Hamari TraorÃ©,DF,Paris FC,fr Ligue 1,33.0,1500000,1065407.8,-434592.25,0.7102718333333333
Adama Boiro,DF,Athletic Club,es La Liga,23.0,2500000,2062084.6,-437915.375,0.82483385
Marcel Sabitzer,MF,Dortmund,de Bundesliga,31.0,6000000,5559814.5,-440185.5,0.92663575
AarÃ³n Escandell,GK,Oviedo,es La Liga,29.0,3000000,2559479.5,-440520.5,0.8531598333333333
Charles Pickel,MF,Espanyol,es La Liga,28.0,2500000,2058326.0,-441674.0,0.8233304
Daley Blind,DF,Girona,es La Liga,35.0,1200000,752222.25,-447777.75,0.626851875
Kyle Walker,DF,Burnley,eng Premier League,35.0,1500000,1048098.1,-451901.875,0.6987320833333334
Neal Maupay,FW,Sevilla,es La Liga,28.0,4000000,3546234.0,-453766.0,0.8865585
Waldemar Anton,DF,Dortmund,de Bundesliga,29.0,18000000,17536756.0,-463244.0,0.9742642222222222
Rafa MarÃ­n,DF,Villarreal,es La Liga,23.0,12000000,11536520.0,-463480.0,0.9613766666666667
Gideon Mensah,DF,Auxerre,fr Ligue 1,27.0,4000000,3528139.5,-471860.5,0.882034875
Felipe Loyola,MF,Pisa,it Serie A,24.0,7000000,6521715.0,-478285.0,0.9316735714285714
Marco Bizot,GK,Aston Villa,eng Premier League,34.0,1500000,1018799.94,-481200.0625,0.6791999583333334
Ruslan Malinovskyi,MF,Genoa,it Serie A,32.0,2500000,2004223.9,-495776.125,0.80168955
Jonas Wind,FW,Wolfsburg,de Bundesliga,26.0,4000000,3496889.5,-503110.5,0.874222375
Aleix Febas,MF,Elche,es La Liga,29.0,5000000,4494041.0,-505959.0,0.8988082
Wladimiro Falcone,GK,Lecce,it Serie A,30.0,3500000,2991484.5,-508515.5,0.8547098571428572
Daniel James,FW,Leeds United,eng Premier League,27.0,10000000,9491384.0,-508616.0,0.9491384
Federico Gatti,DF,Juventus,it Serie A,27.0,14000000,13490826.0,-509174.0,0.9636304285714286
Luiz Felipe,DF,Rayo Vallecano,es La Liga,28.0,2000000,1488671.1,-511328.875,0.7443355625
IÃ±igo Ruiz de Galarreta,MF,Athletic Club,es La Liga,31.0,2000000,1486846.5,-513153.5,0.74342325
Yassin Belkhdim,MF,Angers,fr Ligue 1,23.0,7000000,6474135.5,-525864.5,0.9248765
Abdoulaye TourÃ©,MF,Le Havre,fr Ligue 1,31.0,2500000,1969575.4,-530424.625,0.78783015
Pau LÃ³pez,GK,Real Betis,es La Liga,30.0,2500000,1963781.8,-536218.25,0.7855127
Jeffrey De Lange,GK,Marseille,fr Ligue 1,27.0,2500000,1960841.8,-539158.25,0.7843367
Aritz Elustondo,DF,Real Sociedad,es La Liga,31.0,1500000,957672.9,-542327.125,0.6384485833333333
Jamil Siebert,DF,Lecce,it Serie A,23.0,4500000,3955223.5,-544776.5,0.8789385555555556
Janik Haberer,MF,Union Berlin,de Bundesliga,31.0,2000000,1454915.8,-545084.25,0.727457875
Andreas Hanche-Olsen,DF,Mainz 05,de Bundesliga,28.0,3500000,2950320.5,-549679.5,0.8429487142857143
Mateo Pellegrino,FW,Parma,it Serie A,24.0,15000000,14442162.0,-557838.0,0.9628108
Manuel Neuer,GK,Bayern Munich,de Bundesliga,39.0,4000000,3436869.0,-563131.0,0.85921725
Leander Dendoncker,MF,Oviedo,es La Liga,30.0,1800000,1236796.8,-563203.25,0.6871093055555556
CÃ©dric Bakambu,FW,Real Betis,es La Liga,34.0,1200000,634168.25,-565831.75,0.5284735416666667
Nikola Moro,MF,Bologna,it Serie A,27.0,7000000,6432814.0,-567186.0,0.9189734285714286
Franco Israel,GK,Torino,it Serie A,25.0,2500000,1930434.4,-569565.625,0.77217375
Will Hughes,MF,Crystal Palace,eng Premier League,30.0,5000000,4430430.5,-569569.5,0.8860861
CÃ©sar Azpilicueta,DF,Sevilla,es La Liga,35.0,1000000,428036.72,-571963.28125,0.42803671875
Angel Gomes,MF,Marseille,fr Ligue 1,24.0,10000000,9415617.0,-584383.0,0.9415617
NicolÃ² Casale,DF,Bologna,it Serie A,27.0,3800000,3209823.0,-590177.0,0.8446902631578947
Moi GÃ³mez,MF,Osasuna,es La Liga,31.0,1500000,900648.75,-599351.25,0.6004325
Tiago Gouveia,MF,Nice,fr Ligue 1,24.0,3500000,2899653.5,-600346.5,0.8284724285714286
Timothy Castagne,DF,Fulham,eng Premier League,29.0,8000000,7398053.5,-601946.5,0.9247566875
Tobias Slotsager,DF,Hellas Verona,it Serie A,19.0,3000000,2392005.2,-607994.75,0.7973350833333334
Ilan Kebbal,MF,Paris FC,fr Ligue 1,27.0,12000000,11389248.0,-610752.0,0.949104
Arijanet Muric,GK,Sassuolo,it Serie A,26.0,7500000,6879146.0,-620854.0,0.9172194666666666
Matheus Cunha,MF,Manchester Utd,eng Premier League,26.0,75000000,74363190.0,-636808.0,0.9915092266666666
